id,name,description,groupID,difficulty,groupName,monsterNum,staminaCost,dailyLimit,coinAward,expAward,stance1,levelMonster,expAwardBoss,coinAwardBoss,battleBefore,battleing,battleAfter,mapId,judge,icon,openTower,monsterId,xianming,linkId,monsterIcon,chapterLevel,commonAward,clearanceAwardString,rareAwardString,spAwardString,
50262,53-2|千魔洞,,53,1,44章|中亚,20,1,151,69,3975,11668,friend023,228950,6710,,,,44,1,,,0,12,50262,xiuxian_enemy010_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49735:1,
50263,53-3|证道不改,,53,1,44章|中亚,20,1,151,69,3988,11669,friend020,229726,6777,,,,44,1,,,0,12,50263,xiuxian_enemy011_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49736:1,
50264,53-4|金刚怒目,,53,1,45章|罗马,20,1,151,72,4002,11672,friend049,230501,6845,,,,45,1,,,0,12,50264,xiuxian_enemy012_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50265,53-5|万妖归途,,53,1,45章|罗马,20,1,151,72,4015,11673,friend017,231277,6913,,,,45,1,,,0,12,50265,xiuxian_enemy020_b,0,,14:14011404:1|7:49034:530|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50266,54-1|千魔动荡,,54,1,45章|罗马,20,1,161,72,4029,11674,friend050,232053,6982,,,,45,1,,,0,12,50266,xiuxian_enemy013_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49721:1,
50267,54-2|教徒拦路,,54,1,45章|罗马,20,1,161,72,4042,11675,friend051,232828,7052,,,,45,1,,,0,12,50267,xiuxian_enemy014_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49721:1,
50268,54-3|霹雳手段,,54,1,45章|罗马,20,1,161,72,4056,11676,friend057,233604,7123,,,,45,1,,,0,12,50268,xiuxian_enemy015_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49721:1,
50269,54-4|菩萨心肠,,54,1,45章|罗马,20,1,161,72,4069,11677,friend025,234380,7194,,,,45,1,,,0,12,50269,xiuxian_enemy016_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50270,54-5|魔教邪兽,,54,1,45章|罗马,20,1,161,72,4083,11678,friend023,235155,7266,,,,45,1,,,0,12,50270,xiuxian_enemy021_b,0,,14:14021404:1|7:49034:540|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50271,55-1|受伤兔妖,,55,1,46章|欧洲,20,1,161,72,4096,11681,friend020,235931,7339,,,,46,1,,,0,12,50271,xiuxian_enemy005_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50272,55-2|伤及无辜？,,55,1,46章|欧洲,20,1,161,72,4109,11682,friend049,236707,7412,,,,46,1,,,0,12,50272,xiuxian_enemy006_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50273,55-3|输送真气,,55,1,46章|欧洲,20,1,161,72,4123,11683,friend017,237482,7486,,,,46,1,,,0,12,50273,xiuxian_enemy007_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50274,55-4|感激之情,,55,1,46章|欧洲,20,1,161,72,4136,11684,friend050,238258,7561,,,,46,1,,,0,12,50274,xiuxian_enemy004_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50275,55-5|兔妖带路,,55,1,46章|欧洲,20,1,161,72,4150,11685,friend051,239033,7637,,,,46,1,,,0,12,50275,xiuxian_enemy018_b,0,,14:14031404:1|7:49034:550|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50276,56-1|不置可否,,56,1,46章|欧洲,20,1,171,75,4163,11686,friend057,239809,7713,,,,46,1,,,0,12,50276,xiuxian_enemy005_b,0,,7:49734:10|7:49784:10|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49734:1,
50277,56-2|小心行事,,56,1,46章|欧洲,20,1,171,75,4177,11687,friend025,240585,7790,,,,46,1,,,0,12,50277,xiuxian_enemy006_b,0,,7:49735:10|7:49784:10|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49735:1,
50278,56-3|躲避侦查,,56,1,47章|非洲,20,1,171,75,4190,11690,friend020,241360,7868,,,,47,1,,,0,12,50278,xiuxian_enemy007_b,0,,7:49736:10|7:49784:10|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49736:1,
50279,56-4|值得信赖,,56,1,47章|非洲,20,1,171,75,4204,11691,friend049,242136,7947,,,,47,1,,,0,12,50279,xiuxian_enemy004_b,0,,7:49737:10|7:49784:10|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50280,56-5|不敢再进,,56,1,47章|非洲,20,1,171,75,4217,11692,friend017,242912,8026,,,,47,1,,,0,12,50280,xiuxian_enemy019_b,0,,14:14041404:1|7:49034:560|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50281,57-1|已达洞口,,57,1,47章|非洲,20,1,171,75,4231,11693,friend050,243687,8106,,,,47,1,,,0,12,50281,xiuxian_enemy001_b,0,,7:49734:10|7:49784:10|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49721:1,
50282,57-2|大功将成,,57,1,47章|非洲,20,1,171,75,4244,11694,friend051,244463,8187,,,,47,1,,,0,12,50282,xiuxian_enemy002_b,0,,7:49735:10|7:49784:10|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49721:1,
50283,57-3|不可言退,,57,1,47章|非洲,20,1,171,75,4258,11695,friend057,245239,8269,,,,47,1,,,0,12,50283,xiuxian_enemy008_b,0,,7:49736:10|7:49784:10|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49721:1,
50284,57-4|一人一兽,,57,1,47章|非洲,20,1,171,75,4271,11696,friend025,246014,8352,,,,47,1,,,0,13,50284,xiuxian_enemy009_b,0,,7:49737:10|7:49784:10|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50285,57-5|行踪暴露,,57,1,48章|北美,20,1,171,75,4285,11699,friend020,246790,8436,,,,48,1,,,0,13,50285,xiuxian_enemy017_b,0,,14:14011504:1|7:49034:570|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50286,58-1|浩然正气,,58,1,48章|北美,20,1,181,75,4298,11700,friend049,247565,8520,,,,48,1,,,0,13,50286,xiuxian_enemy003_b,0,,7:49734:10|7:49784:10|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49734:1,
50287,58-2|勇者无惧,,58,1,48章|北美,20,1,181,75,4311,11701,friend017,248341,8605,,,,48,1,,,0,13,50287,xiuxian_enemy010_b,0,,7:49735:10|7:49784:10|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49735:1,
50288,58-3|敌人众多,,58,1,48章|北美,20,1,181,78,4325,11702,friend050,249117,8691,,,,48,1,,,0,13,50288,xiuxian_enemy011_b,0,,7:49736:10|7:49784:10|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49736:1,
50289,58-4|麟宝成长,,58,1,48章|北美,20,1,181,78,4338,11703,friend051,249892,8778,,,,48,1,,,0,13,50289,xiuxian_enemy012_b,0,,7:49737:10|7:49784:10|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50290,58-5|妖邪退散,,58,1,48章|北美,20,1,181,78,4352,11704,friend057,250668,8866,,,,48,1,,,0,13,50290,xiuxian_enemy020_b,0,,14:14021504:1|7:49034:580|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50291,59-1|魔教长老,,59,1,48章|北美,20,1,181,78,4365,11705,friend025,251444,8955,,,,48,1,,,0,13,50291,xiuxian_enemy013_b,0,,7:49734:10|7:49784:10|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50292,59-2|陷入苦战,,59,1,49章|南美,20,1,181,78,4379,11708,friend020,252219,9045,,,,49,1,,,0,13,50292,xiuxian_enemy014_b,0,,7:49735:10|7:49784:10|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50293,59-3|人群骚动,,59,1,49章|南美,20,1,181,78,4392,11709,friend049,252995,9135,,,,49,1,,,0,13,50293,xiuxian_enemy015_b,0,,7:49736:10|7:49784:10|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50294,59-4|地动山摇,,59,1,49章|南美,20,1,181,78,4406,11710,friend017,253771,9226,,,,49,1,,,0,13,50294,xiuxian_enemy016_b,0,,7:49737:10|7:49784:10|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50295,59-5|入神仪式,,59,1,49章|南美,20,1,181,78,4419,11711,friend050,254546,9318,,,,49,1,,,0,13,50295,xiuxian_enemy021_b,0,,14:14031504:1|7:49034:590|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50296,60-1|压迫逼近,,60,1,48章|北美,20,1,191,78,4433,11705,friend025,255322,9411,,,,48,1,,,0,13,50296,xiuxian_enemy005_b,0,,7:49734:10|7:49784:10|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49721:1,
50297,60-2|天魔血池,,60,1,49章|南美,20,1,191,78,4446,11708,friend020,256097,9505,,,,49,1,,,0,13,50297,xiuxian_enemy006_b,0,,7:49735:10|7:49784:10|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49721:1,
50298,60-3|炼成肉身,,60,1,49章|南美,20,1,191,78,4460,11709,friend049,256873,9600,,,,49,1,,,0,13,50298,xiuxian_enemy007_b,0,,7:49736:10|7:49784:10|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49721:1,
50299,60-4|血神霸临,,60,1,49章|南美,20,1,191,78,4473,11710,friend017,257649,9696,,,,49,1,,,0,13,50299,xiuxian_enemy004_b,0,,7:49737:10|7:49784:10|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50300,60-5|魔战天下,,60,1,49章|南美,20,1,191,81,4500,11711,friend050,259200,9793,,,,49,1,,,0,13,50300,xiuxian_enemy018_b,0,,14:14041504:1|7:49034:600|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
